index,zoom,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12
0,17,74428,60620,74429,60620,74430,60620,74431,60620,74432,60620,74433,60620,74428,60621,74429,60621,74430,60621,74431,60621,74432,60621,74433,60621
1,18,149430,121722,149431,121722,149432,121722,149433,121722,149434,121722,149435,121722,149430,121723,149431,121723,149432,121723,149433,121723,149434,121723,149435,121723,
